X1,Provider.Type,Doctor Identifier,Number.of.Services,Number.of.Beneficiaries,Total.Submitted.Charge.Amount,Total.Allowed.Amount,Total.Payment.Amount,Total.Standardized.Payment.Amount,Number.of.Drug.Services,Total.Drug.Submitted.Charge.Amount,Total.Drug.Allowed.Amount,Total.Drug.Payment.Amount,Total.Drug.Standardized.Payment.Amount,Number.of.Medical.Services,Percent.Atrial.Fibrillation,Percent.Alzheimer.s.Disease.or.Dementia,Percent.Asthma,Percent.Cancer,Percent.Heart.Failure,Percent.Chronic.Kidney.Disease,Percent.Chronic.Obstructive.Pulmonary.Disease,Percent.Depression,Percent.Diabetes,Percent.Hyperlipidemia,Percent.Hypertension,Percent.Ischemic.Heart.Disease,Percent.Osteoporosis,Percent.Rheumatoid.Arthritis.or.Osteoarthritis,Percent.Schizophrenia.or.Other.Psychotic.Disorders,Percent.Stroke,Average.HCC.Risk.Score.of.Beneficiaries,Freq,Specialty.Category,Risk.x,Risk.y
110,Ambulance Service Supplier,261112050,32,15,4107.52,1451.52,1102.6,1254.85,0,0,0,0,0,32,0,0,0.1,0,0.15,0.19,0,0.21,73,0.31,75,0.21,0,0.22,0.06,0,1.42,168,Other,0.44672474435575,0.448863062596857
111,Ambulance Service Supplier,860111073,695,302,108336,26047.28,20412.49,19733.93,0,0,0,0,0,695,8,6,18,15,12,21,18,26,28,51,63,26,7,42,5,0.53,1.15,168,Other,0.374013146597469,0.396593660753824
112,Ambulance Service Supplier,379781594,789,228,90460.94,35281.49,26906.14,25449.49,402,5556.94,2238.98,1755.31,1755.31,387,10,1.23,15,9,11,20,10,24,20,50,57,28,11,58,6,0.65,1.07,168,Other,0.413231548682252,0.439244766745376
113,Ambulance Service Supplier,993948100,305,220,232716.2,39752.33,30886.94,31375.76,0,0,0,0,0,305,11,10,24,11,21,34,20,39,33,61,74,33,8,55,0.46,0.42,1.85,168,Other,0.389230752324358,0.414261878546523
114,Ambulance Service Supplier,410801269,2458,191,660887.5,251792.35,194638.65,184976.39,920,12016,3610.22,2768.35,2768.35,1538,11,6,16,7,17,20,20,27,40,70,75,29,12,75,2.56,2.31,1.24,168,Other,0.504455569166625,0.504370357886413
115,Ambulance Service Supplier,255649886,643,307,171218,53707.61,38602.23,37719.46,0,0,0,0,0,643,16,6,16,8,15,26,13,19,30,49,64,33,16,75,1.04,4,1.48,168,Other,0.41366645565298,0.408400318700813
116,Ambulance Service Supplier,590474981,23,19,2639,377.99,235.39,271.74,0,0,0,0,0,23,0,0.06,0.07,0,0.1,0.14,0.08,0.14,0.13,0.25,0.29,0.16,0.04,0.18,0,0,2.22,168,Other,0.463204565871817,0.476521422465048
117,Ambulance Service Supplier,326129247,440,144,69705,22040.35,15754.71,13782.57,0,0,0,0,0,440,0.77,0.56,15,52,15,19,13,31,24,49,63,24,11,30,0.25,0.33,1.35,168,Other,0.406302294448782,0.451339626260598
118,Ambulance Service Supplier,212148151,346,22,24850,16134.72,11926.61,12100.55,0,0,0,0,0,346,0,0,50,0.37,0,0.99,0.6,75,0.95,50,55,1.1,0.29,1.2,0.33,0,0.99,168,Other,0.448168978209868,0.457393969275736
119,Ambulance Service Supplier,987194109,176,142,376257,44328.19,34753.03,31339.54,0,0,0,0,0,176,18,21,26,23,35,51,25,37,42,64,75,49,11,57,0,15,2.13,168,Other,0.435971775751089,0.473645542574225
120,Ambulance Service Supplier,455331207,135,71,132159.2,18530.97,14603.45,14426.83,0,0,0,0,0,135,17,0.09,0.16,0.15,0.22,25,0.18,24,25,54,70,31,0.1,75,0.04,0.07,1.33,168,Other,0.413775177567111,0.410363370500904
121,Ambulance Service Supplier,898084338,398,143,111300,44400.85,32961.91,31895.32,0,0,0,0,0,398,36,13,27,12,75,66,34,31,57,69,75,75,0.8,32,0.71,11,2.82,168,Other,0.502296481019604,0.521927237273128
122,Ambulance Service Supplier,882132670,417,412,219752.16,52195.75,40610.56,41243.29,0,0,0,0,0,417,16,9,17,20,17,23,17,29,24,67,73,35,10,50,4,7,1.29,168,Other,0.400278005268162,0.416029859111728
123,Ambulance Service Supplier,786701334,3267,1849,387958,108214.85,81285.97,81621.85,0,0,0,0,0,3267,16,17,22,13,29,32,25,38,30,51,68,33,9,38,8,9,1.62,168,Other,0.435371968709262,0.460412161984053
124,Ambulance Service Supplier,673313486,100,73,31789.8,16194.36,12696.49,14469.49,0,0,0,0,0,100,37,41,30,15,71,75,47,45,44,62,75,59,16,38,0.55,0.37,2.72,168,Other,0.500948429459207,0.538463757062268
125,Ambulance Service Supplier,727321597,33,12,17070,2889.28,2265.21,2380.6,0,0,0,0,0,33,0,0,0.06,0.04,0.09,0.12,0.07,0.13,0.11,0.19,0.22,0.13,0.03,0.14,0,0.03,1.25,168,Other,0.449543495518602,0.456868141659565
126,Ambulance Service Supplier,877314232,909,792,408836,138967.49,106008.93,106790.08,0,0,0,0,0,909,22,25,22,18,34,42,29,38,32,63,75,45,14,43,9,9,1.84,168,Other,0.447379846222922,0.470722419252406
127,Ambulance Service Supplier,172764855,445,100,91968.16,52866.55,39383.98,38477.74,0,0,0,0,0,445,20,23,18,16,23,43,23,33,38,63,74,46,11,55,0.96,11,2.32,168,Other,0.419309449838978,0.438547996232662
128,Ambulance Service Supplier,911888603,345,98,43835,26596.99,17862.64,21565.6,0,0,0,0,0,345,1.49,1.83,12,0.97,2.38,2.93,16,73,31,40,40,13,0.84,32,19,0,1.12,168,Other,0.427290661733089,0.459647325572567
129,Ambulance Service Supplier,565208325,723,546,473283,64880.07,51249.75,50993.66,0,0,0,0,0,723,18,9,18,13,22,24,17,31,37,61,70,47,9,39,4,8,1.3,168,Other,0.397819592576422,0.417087366412709
130,Ambulance Service Supplier,510090401,6613,428,397398,212055.73,180172.34,174159.17,858,68884,41458.36,40598.45,40598.45,5755,7,5,4,11,10,29,7,16,24,55,59,18,4,27,3,3,1.02,168,Other,0.597383448084283,0.584156142877066
131,Ambulance Service Supplier,757710395,1282,470,560441,192607.87,148048.94,147355.92,0,0,0,0,0,1282,13,16,23,11,23,29,26,43,33,52,69,37,8,35,7,10,1.69,168,Other,0.424871942011509,0.45521874098702
132,Ambulance Service Supplier,775603206,623,400,81289,31778.11,24232.57,27539.38,0,0,0,0,0,623,43,16,12,8,56,48,18,26,40,62,75,65,7,34,3,9,2.09,168,Other,0.467660124508196,0.472233908478784
133,Ambulance Service Supplier,872764589,26216,299,646417,584157.44,454499.75,450764.89,25200,573956,525291.54,410589.37,410589.37,1016,8,6,17,10,13,31,9,24,26,45,58,23,19,40,4,4,1.2,168,Other,0.624510624886159,0.615458903197149
134,Ambulance Service Supplier,223030427,651,172,283025,62754.24,46593.06,44923.2,0,0,0,0,0,651,19,15,9,16,32,38,15,26,48,55,75,37,7,38,9,0.56,1.93,168,Other,0.392825839697678,0.413751319612635
135,Ambulance Service Supplier,361216919,18,13,38028,6321.56,4956.09,4595.52,0,0,0,0,0,18,0,0,0.02,0.04,0.02,0.04,0.02,0.01,0.04,0.1,0.11,0.06,0,0.08,0,0.01,1.48,168,Other,0.450478724660444,0.45809555967735
136,Ambulance Service Supplier,403298837,1042,49,48675,28345.52,21710.52,21759.32,0,0,0,0,0,1042,0.77,0.87,0.77,0.57,1.18,1.49,0.9,1.69,1.44,53,55,1.68,0.45,59,0.49,0.36,0.99,168,Other,0.426950007525091,0.432246520157441
137,Ambulance Service Supplier,921145113,210,47,17973,14195.03,9628.35,11411.25,0,0,0,0,0,210,0.8,0.97,0.84,0.53,1.26,1.57,0.99,70,28,38,49,1.69,0.45,1.8,0.58,0.39,1,168,Other,0.418961828070351,0.437223086575108
138,Ambulance Service Supplier,265135687,5706,1274,1600388,497533.02,364550.56,362205.27,545,389640,114050.04,88774.74,88774.74,5161,14,12,12,20,17,33,20,23,39,69,75,36,6,35,6,6,1.41,168,Other,0.646376032387015,0.61726489426706
139,Ambulance Service Supplier,152721315,1003,148,174097,72534.87,55861.7,62529.38,0,0,0,0,0,1003,36,59,22,10,60,66,34,61,48,55,75,59,13,49,33,20,2.69,168,Other,0.502142910449443,0.554525579338981
140,Ambulance Service Supplier,878652090,450,74,26130,16777.12,12067.3,12620.05,0,0,0,0,0,450,0.77,0.82,0.78,0.57,1.17,1.48,0.9,34,19,54,58,1.66,0.45,39,0.47,0.36,0.91,168,Other,0.378115751149828,0.399339291428803
141,Ambulance Service Supplier,771939942,439,231,74730.68,38200.24,28263.28,33506.6,0,0,0,0,0,439,33,75,19,13,51,58,24,57,44,48,75,52,13,60,18,20,2.01,168,Other,0.477424199845362,0.501645773346382
142,Ambulance Service Supplier,842986255,165,102,42723,12884.53,10321.49,9730.46,0,0,0,0,0,165,0.49,0.39,14,0.43,11,12,0.54,20,15,53,57,1.1,0.31,27,0.2,0.22,0.8,168,Other,0.388563301646534,0.413180976224126
143,Ambulance Service Supplier,656396786,1889,195,32805.57,32631.32,22863.74,22170.96,0,0,0,0,0,1889,10,11,13,10,12,18,15,29,24,50,59,20,7,34,0.76,0.66,1.12,168,Other,0.396947014712985,0.411345665940436
144,Ambulance Service Supplier,122909011,356,286,136292,26329.44,19406.11,22689.33,0,0,0,0,0,356,7,7,22,6,12,21,17,48,30,45,51,22,6,35,10,4,1.38,168,Other,0.394304255969656,0.434702668476882
145,Ambulance Service Supplier,344846453,282,180,76999,33789.35,25699.69,26043.69,0,0,0,0,0,282,25,31,18,9,36,39,17,39,40,59,75,44,11,39,16,56,1.89,168,Other,0.43206216861241,0.451513178546879
146,Ambulance Service Supplier,372230342,204,96,7805.49,7251.53,7106.64,7370.18,102,4924.77,4918.87,4820.18,4820.18,102,15,1.26,1.67,11,15,20,1.82,19,30,75,74,28,11,25,0.53,0.58,0.96,168,Other,0.447404455082234,0.468166819156494
147,Ambulance Service Supplier,528726026,594,104,28815,18899.06,13238.85,13067.06,0,0,0,0,0,594,0.89,0.87,0.88,0.69,1.31,12,1.01,22,14,42,41,13,0.53,30,0.47,0.4,0.8,168,Other,0.393956725521079,0.410714889623333
148,Ambulance Service Supplier,806989853,297,26,16725,10782.69,7862.29,7728.6,0,0,0,0,0,297,0.36,0.38,0.36,0.28,0.54,0.69,0.41,0.76,0.67,46,1.43,0.79,0.21,46,0,0.17,0.63,168,Other,0.427025745020085,0.449913621385432
149,Ambulance Service Supplier,750776631,1464,306,282037,119153.35,88784.65,88643.63,221,24337,12293.65,11419.7,11419.7,1243,7,9,11,7,13,23,6,27,36,48,63,20,5,27,10,2.39,1.22,168,Other,0.495968341195431,0.491076704508396
150,Ambulance Service Supplier,414238964,294,123,12420.13,11746.33,11511.38,11681.74,147,8170.58,8170.22,8006.74,8006.74,147,2.73,1.93,2.59,10,10,14,2.81,26,20,46,59,22,2.11,34,0.8,0.88,0.99,168,Other,0.450332078588612,0.463893822754726
151,Ambulance Service Supplier,750997093,603,552,259341,84767.66,65185.9,65090.43,0,0,0,0,0,603,22,24,26,13,34,45,28,49,39,61,75,47,11,46,19,14,2.13,168,Other,0.431265456695896,0.475281607821535
152,Ambulance Service Supplier,451310121,319,202,56242,30468.98,22589.75,21938.02,0,0,0,0,0,319,8,5,9,11,7,22,10,26,30,50,57,20,9,42,0.71,0.65,1.09,168,Other,0.374846439005777,0.387398291740472
153,Ambulance Service Supplier,279122375,2751,434,197481,134656.62,97079.84,89350.66,17,51,30.21,23.66,23.66,2734,22,41,11,10,35,42,14,40,53,57,75,43,11,39,13,7,1.84,168,Other,0.448595860167679,0.473599265786277
154,Ambulance Service Supplier,670936392,513,89,21232,16764.01,12556.79,12181.94,0,0,0,0,0,513,0.7,0.68,12,0.56,1.03,24,0.79,20,25,52,61,16,0.42,54,0.36,0.32,1.05,168,Other,0.378915861980388,0.400180829901853
155,Ambulance Service Supplier,712930354,2665,481,972586,251949.7,187803.85,177018.73,561,78032,33338.62,26119.72,26119.72,2104,13,7,10,12,15,22,12,19,28,62,69,27,10,72,3,4,1.09,168,Other,0.582290036532945,0.534348470225676
156,Ambulance Service Supplier,111231613,807,53,97466,51620.69,38793.01,38943.41,0,0,0,0,0,807,1.44,42,1.46,1.07,45,28,45,75,49,51,72,40,0.83,45,43,0.69,2.4,168,Other,0.475412590190047,0.511840892688606
157,Ambulance Service Supplier,847309112,473,240,82369.83,46780.17,36039.18,37019.09,0,0,0,0,0,473,14,26,33,10,31,38,30,75,29,49,63,36,13,31,45,11,1.92,168,Other,0.472540649509766,0.486217771128596
158,Ambulance Service Supplier,487105575,64,28,4253,2839.23,2727.68,2700.43,31,3290,1971.41,1932,1932,33,0.66,0.46,0.62,0.61,0.72,1.2,0,1.26,1.46,50,54,1.49,0.51,43,0,0,0.67,168,Other,0.437512122779776,0.457279214814077
159,Ambulance Service Supplier,256303335,1180,68,86882,36538.09,28490.82,24794.46,0,0,0,0,0,1180,0.53,0.32,22,16,16,19,0.49,28,34,53,63,21,0.35,69,0.1,0.21,1.26,168,Other,0.400787586596638,0.427754582654099
160,Ambulance Service Supplier,964008163,86,73,126342,17440.26,13411.27,13318.92,0,0,0,0,0,86,18,0.14,0.21,37,26,42,19,38,30,53,73,38,15,37,0.07,0.09,1.92,168,Other,0.435134977171631,0.456966839124623
161,Ambulance Service Supplier,298870526,23,13,9597,2127.78,1429.02,1391.71,0,0,0,0,0,23,0.08,0.07,0.08,75,0.12,0.16,0.09,0.16,0.15,0.29,0.34,0.18,0.05,0.21,0.04,0,1.46,168,Other,0.496491621204974,0.490086896621437
162,Ambulance Service Supplier,461168833,805,471,122425,51329.97,40006.11,46609.98,0,0,0,0,0,805,33,44,21,13,47,57,26,52,45,71,75,54,15,55,16,52,2.25,168,Other,0.4750189587361,0.528031252133194
163,Ambulance Service Supplier,473872940,188,17,33100,18686.41,14304.7,13967.47,0,0,0,0,0,188,0.49,0.52,0.48,0.38,0,0.94,0,71,0.91,1.63,1.91,1.07,0.28,1.16,0.29,0,1.06,168,Other,0.458723946743756,0.463494369321873
164,Ambulance Service Supplier,960580144,955,159,94516,79270.48,57825.46,56110.7,0,0,0,0,0,955,2.76,10,9,2.16,8,12,8,75,13,33,36,16,8,28,14,1.28,1.05,168,Other,0.449836367540999,0.448149170849464
165,Ambulance Service Supplier,676267305,24,18,2692,2342.68,1627.58,1611.63,0,0,0,0,0,24,0,0.13,0.14,0.11,0.21,0.27,0,0.28,0.26,0.48,0.56,0.31,0.08,0.34,0,0.06,1.2,168,Other,0.449288616547787,0.451576673820494
166,Ambulance Service Supplier,924020437,309,166,88171,28231.01,19434.01,19542.9,0,0,0,0,0,309,10,9,16,13,17,32,8,37,31,48,64,24,19,70,10,0.56,1.63,168,Other,0.415808085541123,0.418704320253296
167,Ambulance Service Supplier,623893705,2554,243,242489.5,97893.16,77653.12,76386.82,122,3501.5,1986.28,1840.22,1876.54,2432,10,10,14,8,11,29,17,28,33,60,70,23,10,29,10,1.22,1.28,168,Other,0.42858474413257,0.435168112069829
168,Ambulance Service Supplier,672977113,890,203,133718,77899.33,61245.23,58557.28,152,20724,16473.54,16144.05,16144.05,738,18,7,10,11,11,18,14,18,26,30,51,26,4.9,31,2.21,2.3,1.12,168,Other,0.5093556735373,0.484047186077515
169,Ambulance Service Supplier,842003335,723,293,152472,53148.14,39262.54,38350.99,0,0,0,0,0,723,11,9,13,11,26,51,12,30,69,69,75,51,13,35,6,7,2.22,168,Other,0.43788484585076,0.437631854698059
170,Ambulance Service Supplier,490079833,360,190,91270,27095.19,19106.88,18479.55,0,0,0,0,0,360,12,21,20,9,25,36,9,39,39,41,75,33,10,34,18,6,1.91,168,Other,0.413356798154783,0.417326952284679
171,Ambulance Service Supplier,523987995,21,13,4503,900.33,698.83,673.03,0,0,0,0,0,21,0,0,0.05,0.04,0.07,0.09,0.05,0.08,0.09,0,0.19,0.1,0.03,0.12,0,0,4.66,168,Other,0.485834069358444,0.472492070495315
172,Ambulance Service Supplier,629813168,3164,317,422560,269609.39,207508.67,201002.47,0,0,0,0,0,3164,26,58,20,12,52,58,17,60,49,59,75,58,16,56,34,12,2.64,168,Other,0.526889325488843,0.567569538030031
173,Ambulance Service Supplier,984994497,1155,323,310489,105488.57,79191.45,78871.72,0,0,0,0,0,1155,31,59,24,22,54,54,29,58,34,61,75,50,22,58,22,16,2.29,168,Other,0.488937840964109,0.519598064865002
174,Ambulance Service Supplier,186642572,3119,236,487021,331517.49,254516.16,254274.28,0,0,0,0,0,3119,20,55,23,13,38,53,31,59,44,58,75,49,16,45,16,8,2.44,168,Other,0.501301367024992,0.541971369374081
175,Ambulance Service Supplier,372789438,2817,1829,331125,101664.83,75947.54,76259.82,0,0,0,0,0,2817,19,18,23,15,35,39,28,43,34,66,75,46,12,51,12,11,1.94,168,Other,0.456414714400961,0.481423396027839
176,Ambulance Service Supplier,959519658,106,34,9742,7175.73,5625.76,6391.56,0,0,0,0,0,106,0.36,0.43,0.38,0,0.57,0.7,0,75,0.65,1.12,1.32,0.76,0.2,0.8,0.25,0,1.19,168,Other,0.464186002925565,0.466445299611669
177,Ambulance Service Supplier,532447132,226,92,47017,16190.45,12196.67,12150.61,0,0,0,0,0,226,0.61,0.59,20,0.49,0.91,1.18,0.71,36,24,34,45,1.35,0.37,27,0.32,0.28,1.04,168,Other,0.393497139848746,0.419209005092214
178,Ambulance Service Supplier,501733288,584,255,18343.08,18271.2,17905.72,19519.44,292,13885.86,13813.98,13537.09,13537.09,292,10,6,13,10,16,20,11,24,34,61,65,27,10,34,1.54,5,1.08,168,Other,0.484027290892742,0.484697433079798
179,Ambulance Service Supplier,424402043,884,373,244621,94757.94,72430.78,72481.73,0,0,0,0,0,884,30,29,25,17,45,56,35,41,41,73,75,57,16,44,12,18,2.22,168,Other,0.455902059039322,0.508175750942173
180,Ambulance Service Supplier,434753849,515,220,177129,59291.28,46400.88,44858.49,0,0,0,0,0,515,30,45,26,23,54,63,30,50,42,72,75,61,20,47,23,16,2.45,168,Other,0.479125136091962,0.532688989138525
181,Ambulance Service Supplier,888715565,262,82,89051,26488.25,20598.83,17772.43,0,0,0,0,0,262,17,13,0.39,21,28,24,15,26,37,61,70,38,13,40,0.06,0.18,1.57,168,Other,0.401565006197112,0.44523350706451
182,Ambulance Service Supplier,943178542,503,70,80450,56115.15,39859.73,39289.89,0,0,0,0,0,503,1.9,2.04,1.9,1.45,2.88,3.67,2.21,75,27,46,46,20,1.11,44,16,0.89,1.2,168,Other,0.426724515149872,0.434207989188613
183,Ambulance Service Supplier,440558048,672,364,214300,62249.5,47518.92,46934.79,0,0,0,0,0,672,31,14,16,16,45,50,20,30,37,75,75,73,13,41,7,12,1.84,168,Other,0.453106510791095,0.458893292614148
184,Ambulance Service Supplier,257506818,102,54,68265.5,18179.22,13736.94,13529.67,0,0,0,0,0,102,0.46,0.45,24,0.37,0.69,20,0.54,57,31,48,57,1.02,0.28,46,0,0.22,1.26,168,Other,0.399667599480325,0.430017363277967
185,Ambulance Service Supplier,333921348,782,288,207112,66657.45,49241.51,48094.67,0,0,0,0,0,782,19,5,15,11,17,26,13,27,25,47,64,33,18,75,4,5,1.42,168,Other,0.415055663995827,0.417397972794195
186,Ambulance Service Supplier,977778578,116,90,57853,17279.31,12325.18,11821.51,0,0,0,0,0,116,0.63,0.57,0.63,0.52,0.92,1.21,0.71,52,1.18,26,41,1.4,12,34,0.3,0,0.99,168,Other,0.414122433252512,0.428924519715163
187,Ambulance Service Supplier,760845257,305,169,78369.79,33263.32,25770.23,30104.59,0,0,0,0,0,305,1.61,17,27,1.05,9,15,20,75,23,40,57,21,0.9,25,75,0.79,1.5,168,Other,0.481056151179513,0.470517089380996
188,Ambulance Service Supplier,864981148,2556,136,102240,74341.22,55233.55,58142.16,0,0,0,0,0,2556,8,3.07,10,12,9,18,8,21,26,49,63,23,1.46,40,1.78,1.23,1.02,168,Other,0.383920455826346,0.422891399353143
189,Ambulance Service Supplier,781052004,1322,107,125752,46017.71,39648.64,39393.5,71,13201,7293.32,7146.09,7146.09,1251,11,2.15,14,10,15,19,19,26,15,55,60,18,11,27,0.96,0.95,1.05,168,Other,0.45935541594006,0.480269472000159
190,Ambulance Service Supplier,303337726,542,396,147259,62623.61,45589.98,46503.88,0,0,0,0,0,542,17,15,29,13,35,43,29,49,36,51,70,42,8,39,19,9,2.27,168,Other,0.430673241835737,0.455320838237228
191,Ambulance Service Supplier,973073394,466,209,137143,37351.62,26334.13,26114.62,0,0,0,0,0,466,12,7,12,10,14,25,10,20,23,44,67,33,7,43,0.72,0.65,1.31,168,Other,0.37639537746969,0.38950622932811
192,Ambulance Service Supplier,780496471,1040,347,167596,110202.91,85441.18,89491.77,0,0,0,0,0,1040,23,26,37,16,47,52,51,49,41,75,75,54,18,48,8,12,1.68,168,Other,0.478099246715163,0.509116889631788
193,Ambulance Service Supplier,210617884,120,17,18310,8428.69,6553.29,6472.74,0,0,0,0,0,120,0.23,0.24,0.23,0.18,0.35,0.44,0.27,65,0.43,0.77,0.9,0.5,0.13,0.55,0.13,0.11,1.28,168,Other,0.457372924607712,0.454867093556168
194,Ambulance Service Supplier,495097810,2425,335,543115,189041.53,142367.36,164797.36,0,0,0,0,0,2425,25,54,21,16,48,51,35,55,35,58,75,56,17,54,19,16,2.17,168,Other,0.502074658619036,0.546453952226919
195,Ambulance Service Supplier,870970275,20,18,9736,2466.19,1734.67,1954.9,0,0,0,0,0,20,0.13,0,0.14,61,0.2,0.26,0.16,0.29,0.24,0.43,75,0.29,0.08,0.31,0,0,1.74,168,Other,0.474268554284619,0.460949015959647
196,Ambulance Service Supplier,727310467,211,73,40715,17139.4,12938.41,12847.9,0,0,0,0,0,211,0.61,0.61,23,0.48,29,55,25,75,55,52,63,45,0.36,41,0.33,0.28,2.84,168,Other,0.437369895586298,0.465438830756611
197,Ambulance Service Supplier,475743838,782,27,117400,66114.74,49953.06,51546.81,0,0,0,0,0,782,1.87,0,1.93,1.31,2.96,3.69,2.29,75,3.47,5.98,41,4.03,1.06,4.3,1.33,0.91,1.23,168,Other,0.467537258895469,0.463212256335279
198,Ambulance Service Supplier,892820395,462,32,37689.3,25651.62,18590.86,18016.67,0,0,0,0,0,462,0.79,0.83,0.78,0.61,1.18,1.51,0,1.65,1.48,41,41,1.73,0.46,75,0,0,0.68,168,Other,0.443962245402678,0.432250299920613
199,Ambulance Service Supplier,651720689,208,112,57821,17217.02,11975.56,11647.52,0,0,0,0,0,208,10,0.68,13,12,1.1,19,0.85,26,15,37,65,26,23,42,0.36,0.34,1.15,168,Other,0.396012979023545,0.421509931590568
200,Ambulance Service Supplier,196595453,2027,429,251511,123625.49,91419.31,88938.51,218,2822,536.75,453.16,453.16,1809,9,9,17,6,16,42,14,29,56,56,70,30,6,42,5,6,1.73,168,Other,0.42692521241542303,0.43391427855834
201,Ambulance Service Supplier,526687455,2014,164,274922.5,113973.13,89324.53,88567.09,0,0,0,0,0,2014,28,37,17,16,43,54,20,43,41,68,75,59,16,49,15,15,2.06,168,Other,0.470103329014358,0.488595917222972
202,Ambulance Service Supplier,428168041,886,525,214067,106878.65,78913.2,77151.42,0,0,0,0,0,886,14,58,10,11,14,26,12,29,26,53,67,31,12,31,10,10,1.23,168,Other,0.419006705584565,0.428987735367592
203,Ambulance Service Supplier,639250217,6859,635,304735.36,139856.56,105028.56,103581,5787,45736.36,32716.79,25381.94,25381.94,1072,15,26,15,12,26,34,17,36,34,70,72,47,12,42,11,19,1.71,168,Other,0.577850160257146,0.56425941813097
204,Ambulance Service Supplier,331436620,68,27,6966,4490.82,3453.89,3484.97,0,0,0,0,0,68,0,0.21,0.21,0.16,0.31,0.4,0.24,0.44,0.39,41,48,0.46,0,0,75,0,1.12,168,Other,0.46070959120794,0.433915101107213
205,Ambulance Service Supplier,336265681,338,70,7013,2885.49,2795.13,2798.44,0,0,0,0,0,338,0.18,0.15,24,0.15,0.26,17,0.2,34,73,49,75,27,0.11,27,0.07,0,1.23,168,Other,0.403189267599077,0.441030321913859
206,Ambulance Service Supplier,628834365,1646,433,322495,110865.35,86043.97,83904.28,132,13722,5230.45,5039.03,5039.03,1514,8,4,12,11,11,12,11,18,23,58,59,20,12,35,1.99,3,0.98,168,Other,0.460896908660398,0.466475062467711
207,Ambulance Service Supplier,897246354,2042,374,472101,152251.56,115587.18,108958.67,223,27905,22679.76,22210.94,22210.94,1819,10,8,8,14,11,15,9,23,19,47,60,25,10,38,3,6,1.09,168,Other,0.533574644919823,0.506700985705061
208,Ambulance Service Supplier,408525321,167,80,45605,15887.8,12456.28,14468.07,0,0,0,0,0,167,19,21,44,0.47,48,56,56,53,40,69,75,53,0.4,36,14,14,2.38,168,Other,0.481070649008603,0.530288507371973
209,Ambulance Service Supplier,950873831,481,232,97707,39812.49,28543.13,27657.88,0,0,0,0,0,481,10,10,24,5,23,36,17,49,51,51,72,32,0.93,30,8,7,1.83,168,Other,0.397172203203098,0.42724576069831
210,Ambulance Service Supplier,706156326,225,149,121065,32636.71,25836.7,26524.31,0,0,0,0,0,225,1.02,1.04,13,11,11,17,10,30,15,53,52,19,15,48,0.59,0.48,0.9,168,Other,0.402902047800996,0.414385855435534
211,Ambulance Service Supplier,690987556,1386,355,175980,76946.27,60834.54,59742.73,155,26700,20113.91,19353.92,19353.92,1231,12,8,18,14,18,24,19,25,36,70,75,31,14,45,2.47,6,1.37,168,Other,0.515086724527146,0.488056923410441
212,Ambulance Service Supplier,318781325,144,138,142292.8,26272.2,20559.2,20594.2,0,0,0,0,0,144,16,10,12,22,19,33,17,32,36,58,75,40,12,43,0.3,0.29,1.47,168,Other,0.391382205616064,0.423824978580273
213,Ambulance Service Supplier,839567597,56,50,11495,6950.27,5318.27,4866.38,0,0,0,0,0,56,0.32,0.26,0,0.27,0.45,0.6,0.35,26,34,56,75,28,0.2,32,0.13,0.14,1.04,168,Other,0.383375675239019,0.409691445345497
214,Ambulance Service Supplier,179878842,2030,170,87926,72004.68,62914.56,61826.84,138,18185,15582.59,15270.93,15270.93,1892,5.82,4.48,8,8,6,22,6.06,26,25,51,53,18,12,22,1.97,1.98,1.04,168,Other,0.510951093733188,0.504908586883893
215,Ambulance Service Supplier,907859958,15,14,1765,1387.69,1087.96,1049.15,0,0,0,0,0,15,0.09,0.08,0,0.07,0.12,0.16,0.1,0.16,0.16,0.3,0.35,0.19,0.05,0.21,0,0.04,1.74,168,Other,0.456243950274201,0.460676279921381
216,Ambulance Service Supplier,169160839,586,278,17833.07,17777.02,17421.44,19197.91,293,12953.36,12897.31,12638.51,12638.51,293,13,8,12,12,11,18,13,20,24,65,71,27,8,29,1.56,6,1.03,168,Other,0.488213912362872,0.488101815386436
