Doctor Identifier,Provider Type,Number of Services,Number of Beneficiaries,Total Submitted Charge Amount,Total Allowed Amount,Total Payment Amount,Total Standardized Payment Amount,Number of Drug Services,Total Drug Submitted Charge Amount,Total Drug Allowed Amount ,Total Drug Payment Amount ,Total Drug Standardized Payment Amount,Number of Medical Services,Percent Atrial Fibrillation,Percent Alzheimer’s Disease or Dementia ,Percent Asthma ,Percent Cancer ,Percent Heart Failure ,Percent Chronic Kidney Disease,Percent Chronic Obstructive Pulmonary Disease,Percent Depression ,Percent Diabetes ,Percent Hyperlipidemia ,Percent Hypertension ,Percent Ischemic Heart Disease ,Percent Osteoporosis ,Percent Rheumatoid Arthritis or Osteoarthritis ,Percent Schizophrenia or Other Psychotic Disorders ,Percent Stroke ,Average HCC Risk Score of Beneficiaries 
522448441,Physical Therapist,2364,1444,134559.0,56987.49,42783.0,41640.77,0,0.0,0.0,0.0,0.0,2364,12.0,18.0,21.0,11.0,25.0,34.0,22.0,45.0,34.0,41.0,64.0,32.0,9.0,37.0,14.0,6.0,1.6
934190481,Optometry,672,28,41892.12,31066.68,24354.52,23881.21,0,0.0,0.0,0.0,0.0,672,0.77,0.86,0.76,0.58,1.18,1.49,0.9,50.0,1.45,43.0,39.0,1.68,0.45,1.83,0.48,0.0,1.18
955586465,CRNA,1643,658,297248.21,148320.57,115586.84,113146.8,0,0.0,0.0,0.0,0.0,1643,32.0,33.0,30.0,21.0,55.0,59.0,44.0,54.0,41.0,70.0,75.0,60.0,14.0,42.0,21.0,15.0,2.51
651731923,Mass Immunization Roster Biller,6391,1067,614111.4,279822.22,224563.06,219994.89,709,36125.0,30765.6,29366.72,29366.72,5682,11.0,7.0,12.0,8.0,10.0,18.0,8.0,26.0,19.0,51.0,59.0,17.0,7.0,30.0,4.0,5.0,1.1
740516196,Anesthesiology,218,94,55262.25,16273.05,12610.02,14444.42,0,0.0,0.0,0.0,0.0,218,29.0,18.0,21.0,32.0,50.0,68.0,33.0,67.0,43.0,50.0,73.0,50.0,12.0,41.0,15.0,19.0,3.06
482243540,Psychiatry,234,225,156490.6,31887.47,25580.61,25742.87,0,0.0,0.0,0.0,0.0,234,10.0,8.0,20.0,16.0,17.0,31.0,20.0,32.0,32.0,60.0,74.0,37.0,5.0,44.0,0.47,0.45,1.49
566172134,Infectious Disease,169,22,50217.87,15867.5,12440.08,12444.82,0,0.0,0.0,0.0,0.0,169,0.0,0.36,0.34,0.0,0.0,0.0,0.0,50.0,0.61,1.08,1.27,0.0,0.0,0.78,0.21,0.16,0.94
644785270,Internal Medicine,4313,861,468568.0,375866.94,274476.06,278203.63,0,0.0,0.0,0.0,0.0,4313,9.0,37.0,19.0,7.0,16.0,26.0,20.0,70.0,31.0,54.0,58.0,26.0,8.0,33.0,54.0,7.0,1.48
956647921,Registered Dietician/Nutrition Professional,1017,34,57515.0,29473.74,21554.47,21297.9,0,0.0,0.0,0.0,0.0,1017,0.0,0.86,0.77,0.58,1.17,1.49,0.89,1.67,1.44,44.0,62.0,1.68,0.45,74.0,0.0,0.0,0.94
436007458,Obstetrics/Gynecology,3470,2249,367771.0,107353.87,81689.61,80227.06,0,0.0,0.0,0.0,0.0,3470,24.0,23.0,21.0,19.0,39.0,45.0,31.0,39.0,33.0,62.0,75.0,47.0,13.0,45.0,12.0,12.0,1.92
159378927,Internal Medicine,369,74,70348.25,40436.04,29295.95,29371.57,0,0.0,0.0,0.0,0.0,369,1.39,1.5,1.4,1.05,19.0,2.69,1.63,23.0,19.0,38.0,51.0,31.0,0.81,34.0,0.85,0.65,1.15
370028610,Chiropractic,463,248,83685.0,38015.48,29493.77,29194.31,0,0.0,0.0,0.0,0.0,463,20.0,24.0,27.0,11.0,36.0,48.0,22.0,47.0,45.0,43.0,73.0,37.0,10.0,32.0,11.0,13.0,2.19
411676454,Chiropractic,1169,346,124687.0,72995.04,53415.02,52040.11,38,323.0,71.89,53.64,53.64,1131,14.0,13.0,14.0,11.0,16.0,23.0,13.0,29.0,33.0,47.0,62.0,25.0,10.0,41.0,7.0,5.0,1.43
822432009,Interventional Cardiology,286,18,40880.0,18716.18,14303.15,14182.16,0,0.0,0.0,0.0,0.0,286,0.46,0.51,0.46,0.35,0.71,0.89,0.54,75.0,0.86,1.52,72.0,1.0,0.27,1.09,0.29,0.22,1.54
843817425,Family Practice,1828,221,280368.02,114746.4,85502.73,84651.74,172,14127.0,7344.42,6784.48,6785.59,1656,17.0,7.0,8.0,11.0,15.0,33.0,8.0,16.0,29.0,75.0,75.0,46.0,12.0,34.0,2.22,5.0,1.14
153798843,Internal Medicine,315,263,76929.0,22598.77,15216.75,14653.35,0,0.0,0.0,0.0,0.0,315,11.0,11.0,11.0,10.0,15.0,19.0,6.0,23.0,18.0,47.0,63.0,29.0,14.0,39.0,0.61,4.0,1.08
275007577,Optometry,1483,399,195833.0,107715.19,88818.61,83303.89,134,5227.0,2653.44,2599.95,2599.95,1349,14.0,22.0,8.0,11.0,18.0,20.0,9.0,17.0,23.0,27.0,47.0,29.0,7.0,33.0,8.0,6.0,1.18
258535892,Orthopedic Surgery,34,18,7620.0,3044.43,2169.13,2091.82,0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.13,0.0,0.19,0.25,0.15,0.26,0.25,0.46,0.54,0.29,0.08,0.33,0.06,0.06,1.55
169708518,Gastroenterology,18,17,14005.6,2863.91,2245.3,2233.22,0,0.0,0.0,0.0,0.0,18,0.09,0.08,0.09,0.07,0.13,0.17,0.1,0.17,0.16,65.0,75.0,0.19,0.05,0.22,0.04,0.04,2.4
373388397,Diagnostic Radiology,858,229,127446.0,55208.93,42629.06,42011.63,161,11680.0,6957.75,6612.01,6612.01,697,7.0,9.0,25.0,8.0,14.0,23.0,12.0,31.0,45.0,49.0,63.0,24.0,6.0,38.0,1.33,1.27,1.22
917621699,Licensed Clinical Social Worker,8136,1098,764465.37,375912.62,312872.96,308521.19,958,83472.0,72118.69,70428.72,70428.72,7178,10.0,8.0,11.0,8.0,10.0,16.0,7.0,26.0,19.0,47.0,58.0,15.0,7.0,29.0,4.0,4.0,1.02
175943470,Physician Assistant,334,82,35610.0,20931.72,16301.17,18457.2,0,0.0,0.0,0.0,0.0,334,16.0,13.0,15.0,41.0,23.0,39.0,18.0,29.0,1.74,44.0,73.0,34.0,0.53,37.0,0.0,0.46,1.96
752372627,Orthopedic Surgery,834,435,151341.16,60677.32,38792.55,37563.23,119,1111.0,178.44,139.28,139.28,715,6.0,4.0,10.0,7.0,6.0,21.0,7.0,12.0,24.0,55.0,58.0,23.0,7.0,30.0,4.0,5.0,0.9
890252300,Internal Medicine,25,15,3490.0,2484.45,1837.88,1771.46,0,0.0,0.0,0.0,0.0,25,0.12,0.11,0.12,0.1,0.0,0.23,0.0,0.24,0.22,0.41,0.48,0.26,0.07,0.29,0.0,0.0,0.64
638094793,Physician Assistant,1614,381,179495.71,83086.55,65116.89,61593.15,732,14729.71,9638.93,9434.18,9434.18,882,13.0,11.0,9.0,12.0,13.0,20.0,10.0,18.0,17.0,35.0,53.0,28.0,13.0,38.0,3.0,6.0,1.23
335303763,Physical Therapist,596,191,598171.44,139142.77,108334.91,110439.74,0,0.0,0.0,0.0,0.0,596,13.0,2.77,14.0,10.0,25.0,63.0,17.0,36.0,47.0,45.0,75.0,34.0,6.0,32.0,10.0,7.0,3.27
421473902,General Surgery,502,203,146126.0,52000.75,39107.69,39784.32,0,0.0,0.0,0.0,0.0,502,14.0,16.0,20.0,1.34,18.0,24.0,16.0,37.0,39.0,54.0,67.0,26.0,12.0,68.0,7.0,0.83,1.34
675416759,Anesthesiology,50,30,8100.0,2133.46,1655.89,1681.86,0,0.0,0.0,0.0,0.0,50,0.0,0.12,0.14,0.11,0.2,0.26,0.15,37.0,0.25,60.0,63.0,0.3,0.0,0.34,75.0,0.06,1.46
269768411,Psychiatry,1336,282,521129.0,135306.11,102390.35,101138.17,212,6270.0,1402.07,1081.24,1081.24,1124,9.0,13.0,19.0,9.0,15.0,19.0,20.0,37.0,31.0,49.0,65.0,28.0,10.0,46.0,9.0,5.0,1.32
811644106,Physician Assistant,112,58,13771.0,8998.23,6954.91,8051.84,0,0.0,0.0,0.0,0.0,112,33.0,45.0,24.0,19.0,75.0,66.0,47.0,69.0,43.0,69.0,75.0,74.0,0.3,72.0,22.0,0.25,3.37
274373161,Medical Oncology,139,91,23686.0,8019.2,5894.4,6751.53,0,0.0,0.0,0.0,0.0,139,0.51,0.54,16.0,0.37,20.0,25.0,14.0,52.0,30.0,24.0,46.0,20.0,0.3,33.0,0.31,0.24,1.24
886650232,Internal Medicine,3055,1932,383033.0,143545.74,106967.01,106165.9,0,0.0,0.0,0.0,0.0,3055,27.0,15.0,21.0,14.0,38.0,35.0,28.0,30.0,35.0,69.0,75.0,54.0,13.0,38.0,6.0,12.0,1.78
873104642,Obstetrics/Gynecology,108,91,19340.0,7510.89,4737.07,4690.2,0,0.0,0.0,0.0,0.0,108,0.5,0.46,22.0,0.41,16.0,25.0,0.57,40.0,33.0,33.0,54.0,23.0,0.31,32.0,16.0,0.23,1.51
180053938,Certified Clinical Nurse Specialist,354,165,10701.23,10683.53,10469.83,11540.63,177,7729.72,7712.02,7557.27,7557.27,177,8.0,2.12,7.0,7.0,9.0,12.0,2.99,19.0,9.0,38.0,48.0,20.0,8.0,35.0,0.93,0.96,0.82
410868341,Family Practice,1672,302,295181.36,150113.33,115420.13,116426.69,0,0.0,0.0,0.0,0.0,1672,7.0,16.0,27.0,5.0,16.0,26.0,21.0,75.0,25.0,48.0,61.0,22.0,6.0,36.0,49.0,5.0,1.78
687492990,CRNA,541,41,54675.0,34797.33,25551.69,25843.3,0,0.0,0.0,0.0,0.0,541,0.0,1.25,32.0,0.81,1.7,2.15,1.31,75.0,27.0,56.0,44.0,2.4,0.64,34.0,0.71,0.52,1.28
206414383,Diagnostic Radiology,1942,198,479310.0,173443.02,135006.32,132518.57,0,0.0,0.0,0.0,0.0,1942,14.0,10.0,17.0,75.0,18.0,27.0,23.0,27.0,31.0,61.0,75.0,27.0,8.0,32.0,7.0,1.71,1.74
431810375,Anesthesiology,200,25,27110.0,18308.87,13689.41,13368.08,0,0.0,0.0,0.0,0.0,200,0.56,0.59,0.56,0.43,0.85,1.08,0.65,75.0,1.05,56.0,64.0,1.23,0.33,1.34,0.33,0.26,1.07
618466281,Dermatology,569,56,85165.0,53036.59,40634.89,40843.64,0,0.0,0.0,0.0,0.0,569,21.0,29.0,21.0,1.14,45.0,45.0,27.0,75.0,34.0,61.0,75.0,38.0,23.0,52.0,1.0,0.74,2.41
838468224,Occupational therapist,2954,109,96001.5,72242.09,55426.77,56762.43,0,0.0,0.0,0.0,0.0,2954,11.0,2.5,2.12,10.0,3.26,18.0,2.49,25.0,18.0,58.0,62.0,22.0,1.2,72.0,1.43,1.0,0.95
409478359,Physical Therapist,162,78,10047.0,9522.32,6665.42,8275.99,0,0.0,0.0,0.0,0.0,162,0.67,0.8,0.71,0.45,1.06,1.32,0.83,38.0,24.0,31.0,47.0,18.0,0.38,22.0,0.47,0.32,1.16
337711608,General Surgery,214,123,29870.0,21048.79,14062.12,13966.37,0,0.0,0.0,0.0,0.0,214,9.0,1.11,1.13,0.88,1.67,15.0,13.0,18.0,30.0,53.0,60.0,21.0,0.67,29.0,10.0,0.52,1.27
270140664,Physical Medicine and Rehabilitation,348,122,119139.0,34384.68,26411.9,25479.7,0,0.0,0.0,0.0,0.0,348,9.0,20.0,16.0,18.0,22.0,36.0,13.0,42.0,22.0,57.0,66.0,30.0,0.53,39.0,19.0,21.0,1.84
684926360,Emergency Medicine,1339,912,101297.0,33705.6,26410.57,26630.09,0,0.0,0.0,0.0,0.0,1339,13.0,17.0,25.0,12.0,26.0,36.0,26.0,39.0,35.0,53.0,67.0,34.0,10.0,37.0,8.0,10.0,1.7
650948768,Mass Immunization Roster Biller,959,716,277406.0,82972.1,63410.45,63892.46,0,0.0,0.0,0.0,0.0,959,19.0,21.0,23.0,12.0,35.0,48.0,21.0,47.0,34.0,61.0,75.0,49.0,11.0,41.0,13.0,15.0,2.16
671708967,Colorectal Surgery (formerly proctology),3552,470,360440.0,226516.53,175629.46,173298.96,324,31495.0,28611.34,27590.56,27590.56,3228,13.0,9.0,13.0,12.0,16.0,20.0,9.0,19.0,19.0,59.0,69.0,28.0,6.0,31.0,5.63,5.0,1.04
226341734,Cardiology,96,60,1958680.48,748792.62,587066.33,674564.62,0,0.0,0.0,0.0,0.0,96,28.0,40.0,30.0,23.0,47.0,58.0,47.0,42.0,33.0,68.0,75.0,48.0,25.0,52.0,0.3,0.21,3.9
293281688,Anesthesiology,1295,89,67250.0,37504.3,28671.27,28463.23,0,0.0,0.0,0.0,0.0,1295,1.09,1.17,15.0,0.83,1.65,2.1,1.26,25.0,19.0,37.0,60.0,20.0,0.64,61.0,0.65,0.51,0.94
840255725,Pathology,264,17,66097.0,16757.52,13038.32,13098.28,0,0.0,0.0,0.0,0.0,264,0.26,0.3,0.27,0.19,0.0,0.51,0.32,75.0,0.48,0.84,0.98,0.57,0.0,0.62,0.17,0.0,1.24
626612547,Clinical Psychologist,13,13,1950.0,1129.74,817.65,807.96,0,0.0,0.0,0.0,0.0,13,0.08,0.07,0.08,0.06,0.12,0.15,0.09,0.15,0.15,0.27,0.32,0.17,0.05,0.19,0.04,0.04,1.77
694042912,Internal Medicine,190,187,94737.6,21876.27,17441.99,17571.52,0,0.0,0.0,0.0,0.0,190,13.0,13.0,26.0,13.0,28.0,45.0,20.0,42.0,39.0,64.0,75.0,35.0,7.0,48.0,9.0,0.38,2.71
684718880,Mass Immunization Roster Biller,13,13,161.0,115.22,112.94,112.94,0,0.0,0.0,0.0,0.0,13,0.05,0.0,0.05,0.0,0.0,0.09,0.05,0.08,0.09,0.16,0.19,0.1,0.0,0.12,0.02,0.0,1.08
936998127,Orthopedic Surgery,517,322,147392.0,44641.77,32295.67,32186.91,0,0.0,0.0,0.0,0.0,517,9.0,6.0,12.0,75.0,10.0,23.0,11.0,27.0,23.0,45.0,63.0,21.0,13.0,42.0,4.0,4.0,1.32
208092216,Physician Assistant,1686,1060,257401.38,108440.28,73609.93,82404.48,95,1035.38,227.52,177.23,177.23,1591,17.0,9.0,15.0,13.0,20.0,22.0,18.0,21.0,23.0,60.0,63.0,35.0,10.0,39.0,2.0,5.0,1.21
435895234,Nurse Practitioner,417,131,41250.0,20480.53,14268.22,13225.66,0,0.0,0.0,0.0,0.0,417,25.0,27.0,11.0,12.0,31.0,34.0,11.0,27.0,53.0,61.0,75.0,53.0,13.0,47.0,0.39,0.38,2.02
442148290,Rheumatology,43,26,9310.0,4393.06,3558.47,3537.74,0,0.0,0.0,0.0,0.0,43,0.18,0.0,0.18,0.14,0.27,0.34,0.21,0.36,0.33,54.0,0.71,0.39,0.11,58.0,0.09,0.0,0.65
948852338,Internal Medicine,85,74,22667.51,6257.86,3530.8,4207.69,0,0.0,0.0,0.0,0.0,85,18.0,0.52,23.0,0.38,20.0,26.0,15.0,23.0,32.0,54.0,64.0,31.0,23.0,75.0,0.0,0.24,1.64
160830556,Oral Surgery (dentists only),79,68,15750.0,9705.91,7066.37,7238.0,0,0.0,0.0,0.0,0.0,79,0.54,0.53,0.54,0.42,0.8,1.03,0.62,1.11,16.0,53.0,69.0,16.0,0.32,46.0,0.29,0.0,1.05
830092171,Podiatry,548,156,101540.0,42826.58,31347.13,31283.81,0,0.0,0.0,0.0,0.0,548,1.59,1.61,13.0,1.24,2.39,3.07,1.84,17.0,12.0,61.0,49.0,10.0,18.0,38.0,0.0,0.74,0.66
933854981,Physician Assistant,184,12,29440.0,15945.59,12262.84,12157.65,0,0.0,0.0,0.0,0.0,184,0.0,0.46,0.41,0.0,0.0,0.0,0.0,0.9,0.76,1.35,1.58,0.89,0.24,0.96,0.0,0.19,0.76
613860475,Chiropractic,45,25,11106.0,3934.01,3147.59,3092.17,0,0.0,0.0,0.0,0.0,45,0.15,0.14,0.15,0.0,0.22,0.29,0.0,0.3,0.28,0.52,0.61,0.33,0.09,0.37,0.07,0.0,0.97
830284935,Optometry,223,18,33020.0,23848.19,17579.76,17681.44,0,0.0,0.0,0.0,0.0,223,0.76,0.86,0.77,0.56,1.17,1.48,0.9,67.0,1.41,75.0,61.0,1.65,0.0,1.78,0.49,0.36,1.06
270865221,Licensed Clinical Social Worker,50,44,18797.0,5971.97,4550.67,4537.56,0,0.0,0.0,0.0,0.0,50,34.0,0.24,36.0,0.21,50.0,61.0,43.0,34.0,50.0,66.0,75.0,61.0,0.15,52.0,0.13,0.12,2.8
246321787,Pathology,26,23,4903.0,1367.83,1072.45,1057.71,0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.1,0.0,0.14,0.19,0.11,65.0,0.18,0.34,0.4,0.0,0.0,0.24,0.04,0.04,1.43
132706654,Psychiatry,2046,57,77070.0,60254.11,45738.18,40792.47,0,0.0,0.0,0.0,0.0,2046,1.23,1.07,1.1,1.11,1.72,23.0,1.27,25.0,42.0,65.0,67.0,33.0,0.76,75.0,0.49,0.53,1.15
630121832,Anesthesiology,180,44,23555.0,15871.1,12384.25,12231.32,0,0.0,0.0,0.0,0.0,180,0.53,0.55,0.53,0.42,0.81,1.03,0.62,68.0,27.0,43.0,45.0,1.17,0.31,1.28,39.0,0.0,1.35
296310606,Anesthesiology,311,131,53181.0,24947.77,18800.5,18426.66,0,0.0,0.0,0.0,0.0,311,21.0,23.0,29.0,11.0,35.0,36.0,34.0,45.0,30.0,36.0,63.0,37.0,8.0,34.0,16.0,0.44,1.88
706376028,Neurology,554,156,180290.0,65084.48,49717.08,48463.66,0,0.0,0.0,0.0,0.0,554,17.0,12.0,17.0,13.0,28.0,53.0,15.0,30.0,24.0,46.0,72.0,43.0,12.0,29.0,8.0,0.78,2.44
903207956,Oral Surgery (dentists only),76,15,8480.0,5780.82,4465.38,4946.75,0,0.0,0.0,0.0,0.0,76,0.0,0.29,0.25,0.16,0.38,0.47,0.0,75.0,0.44,0.75,0.88,0.51,0.13,0.53,0.17,0.0,0.99
516508968,Nurse Practitioner,13,11,1525.0,769.94,603.64,657.45,0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.05,0.09,0.12,0.07,0.13,0.12,0.21,0.25,0.14,0.04,0.15,0.03,0.0,1.26
361451325,Physical Therapist,3943,915,338059.0,248096.27,174508.75,170845.19,420,12559.0,6863.54,6671.28,6671.28,3523,16.0,12.0,13.0,10.0,17.0,33.0,22.0,21.0,31.0,66.0,75.0,33.0,7.0,35.0,6.0,5.0,1.31
337971234,Licensed Clinical Social Worker,2765,109,149110.0,78791.88,60903.78,60802.81,0,0.0,0.0,0.0,0.0,2765,10.0,2.19,14.0,1.42,12.0,22.0,2.25,39.0,39.0,71.0,68.0,20.0,1.11,75.0,1.23,0.91,1.09
341822033,Nurse Practitioner,1532,240,190890.0,98217.01,82375.44,81276.62,304,50390.0,29152.62,28568.92,28568.92,1228,8.0,8.0,8.0,13.0,12.0,39.0,8.0,19.0,23.0,54.0,53.0,17.0,5.0,28.0,3.32,3.43,0.95
943800645,CRNA,464,320,468908.2,68163.27,53786.16,53312.86,0,0.0,0.0,0.0,0.0,464,12.0,8.0,19.0,14.0,20.0,30.0,17.0,28.0,38.0,59.0,69.0,35.0,7.0,43.0,7.0,4.0,1.55
904093325,Nurse Practitioner,472,409,61443.0,59729.45,40605.12,39108.08,0,0.0,0.0,0.0,0.0,472,4.0,8.0,17.0,5.0,8.0,20.0,10.0,29.0,32.0,42.0,55.0,15.0,4.0,27.0,6.0,1.42,1.2
850704623,Physician Assistant,777,390,139538.0,67488.13,52878.15,51769.71,0,0.0,0.0,0.0,0.0,777,35.0,37.0,29.0,20.0,54.0,60.0,33.0,45.0,38.0,75.0,75.0,65.0,16.0,50.0,22.0,17.0,2.39
505126730,Family Practice,1603,620,3108318.12,402299.1,312170.5,301814.51,129,2286.0,901.45,701.38,701.38,1474,13.0,4.0,11.0,12.0,10.0,16.0,6.0,21.0,20.0,57.0,65.0,24.0,9.0,75.0,0.0,2.0,0.97
590746688,Nurse Practitioner,2675,675,635978.0,268295.12,204777.31,203522.63,0,0.0,0.0,0.0,0.0,2675,19.0,24.0,11.0,11.0,30.0,24.0,13.0,31.0,22.0,56.0,75.0,39.0,13.0,48.0,11.0,8.0,1.52
445222397,Nurse Practitioner,523,217,636500.25,151230.34,116738.78,115200.89,0,0.0,0.0,0.0,0.0,523,19.0,17.0,19.0,12.0,24.0,30.0,26.0,36.0,30.0,64.0,75.0,38.0,21.0,65.0,8.0,16.0,1.62
114869994,Independent Diagnostic Testing Facility,4393,1994,907353.96,563412.98,403105.41,391554.95,0,0.0,0.0,0.0,0.0,4393,14.0,10.0,9.0,10.0,16.0,27.0,13.0,17.0,31.0,62.0,72.0,30.0,10.0,36.0,2.0,4.0,1.15
657181732,Surgical Oncology,284,21,39660.0,26830.69,20031.78,20150.09,0,0.0,0.0,0.0,0.0,284,0.82,0.93,0.83,0.6,1.26,1.59,0.97,75.0,1.52,57.0,57.0,1.77,0.47,1.91,0.53,0.39,1.05
340458159,Physician Assistant,405,140,78945.0,22471.47,15252.26,16818.6,30,2315.0,1397.92,1366.36,1366.36,375,1.48,8.0,1.5,10.0,9.0,24.0,11.0,24.0,23.0,49.0,61.0,16.0,0.95,26.0,0.77,0.63,1.01
566705887,Licensed Clinical Social Worker,539,47,75730.0,30965.25,22333.32,22450.19,0,0.0,0.0,0.0,0.0,539,0.89,0.98,0.9,0.66,1.37,1.73,1.05,72.0,30.0,40.0,40.0,1.94,0.52,36.0,0.56,0.0,1.11
638519948,Clinical Psychologist,413,276,408687.0,71174.51,55255.59,53587.83,0,0.0,0.0,0.0,0.0,413,10.0,7.0,14.0,10.0,19.0,23.0,13.0,33.0,25.0,46.0,58.0,27.0,13.0,39.0,5.0,0.5,1.33
372652319,Endocrinology,98,48,2627.51,2609.81,2557.61,2872.05,49,1773.97,1756.27,1721.02,1721.02,49,0.68,0.51,0.66,0.61,0.79,1.25,0.72,29.0,1.47,31.0,38.0,1.53,0.51,29.0,0.23,0.23,1.12
166705291,Family Practice,5750,341,470900.0,182542.21,147832.68,145454.29,126,5634.0,2862.79,2783.0,2783.0,5624,13.0,10.0,16.0,13.0,13.0,22.0,21.0,36.0,23.0,72.0,71.0,29.0,12.0,39.0,6.0,3.0,1.14
493558442,Audiologist (billing independently),2973,376,421393.22,127965.99,91675.93,90576.36,0,0.0,0.0,0.0,0.0,2973,20.0,36.0,17.0,12.0,29.0,34.0,27.0,47.0,40.0,60.0,75.0,33.0,16.0,38.0,19.0,9.0,1.6
947733507,Obstetrics/Gynecology,1071,218,374852.0,90365.11,66018.63,78054.32,0,0.0,0.0,0.0,0.0,1071,31.0,72.0,18.0,13.0,55.0,56.0,25.0,50.0,35.0,48.0,75.0,51.0,22.0,57.0,21.0,16.0,2.31
313763965,Internal Medicine,161,154,55699.0,21312.83,16233.38,16107.73,0,0.0,0.0,0.0,0.0,161,12.0,9.0,25.0,8.0,26.0,36.0,25.0,47.0,38.0,42.0,71.0,36.0,0.52,32.0,19.0,0.4,2.0
499280922,Nephrology,273,207,375354.0,36755.61,27697.95,27997.71,0,0.0,0.0,0.0,0.0,273,14.0,26.0,18.0,8.0,33.0,44.0,24.0,28.0,34.0,63.0,75.0,45.0,10.0,37.0,7.0,15.0,2.14
185852331,Optometry,414,146,139669.0,40561.34,31758.93,30456.87,0,0.0,0.0,0.0,0.0,414,30.0,14.0,17.0,12.0,53.0,75.0,21.0,44.0,45.0,57.0,75.0,53.0,10.0,42.0,9.0,12.0,3.7
133898876,Internal Medicine,212,54,104885.0,41201.36,32155.72,31399.56,0,0.0,0.0,0.0,0.0,212,24.0,35.0,0.91,0.72,37.0,61.0,1.07,39.0,41.0,57.0,75.0,56.0,0.53,2.19,0.54,72.0,2.24
581403264,Diagnostic Radiology,242,52,52451.0,14710.33,10736.28,10645.53,0,0.0,0.0,0.0,0.0,242,0.43,0.42,0.43,0.34,0.64,0.83,0.49,31.0,0.8,23.0,50.0,0.95,0.26,37.0,0.23,0.2,0.98
621192141,Nurse Practitioner,217,11,20570.0,17648.85,13387.95,13247.36,0,0.0,0.0,0.0,0.0,217,0.0,0.0,0.51,0.0,0.0,0.99,0.6,1.12,0.95,1.69,1.98,0.0,0.0,1.2,0.32,0.0,0.82
571192096,Internal Medicine,50,25,1218.7,181.72,157.16,156.25,0,0.0,0.0,0.0,0.0,50,0.09,0.06,0.09,0.07,0.12,0.16,0.09,0.15,75.0,0.31,68.0,0.19,0.05,0.22,0.03,0.04,1.14
477552962,Licensed Clinical Social Worker,362,348,110176.0,30384.59,23006.96,26478.58,0,0.0,0.0,0.0,0.0,362,10.0,6.0,17.0,15.0,11.0,26.0,14.0,29.0,30.0,57.0,70.0,31.0,9.0,52.0,3.0,4.0,1.34
104387956,Psychiatry,3867,2161,580738.0,124835.65,95628.41,93351.66,0,0.0,0.0,0.0,0.0,3867,22.0,22.0,19.0,17.0,33.0,42.0,25.0,36.0,33.0,64.0,75.0,45.0,14.0,46.0,13.0,9.0,1.83
998338708,Emergency Medicine,2870,129,372863.8,91667.05,71425.92,65118.62,0,0.0,0.0,0.0,0.0,2870,27.0,18.0,23.0,0.78,33.0,40.0,26.0,43.0,33.0,58.0,75.0,43.0,0.46,36.0,10.0,13.0,1.51
140164987,Nephrology,1500,434,217592.5,119818.41,93563.6,92163.7,214,37933.0,23517.12,22870.57,23043.72,1286,13.0,9.0,12.0,7.0,10.0,13.0,8.0,26.0,22.0,33.0,47.0,22.0,8.0,31.0,3.72,4.0,1.09
458900130,Internal Medicine,267,117,24835.0,20276.88,13765.93,13364.98,0,0.0,0.0,0.0,0.0,267,12.0,1.02,1.06,11.0,11.0,15.0,1.21,26.0,18.0,50.0,60.0,29.0,0.64,28.0,0.55,0.48,1.05
919164932,General Surgery,1776,716,292578.0,86325.53,67057.78,61678.14,0,0.0,0.0,0.0,0.0,1776,13.0,4.0,13.0,24.0,13.0,28.0,13.0,27.0,28.0,55.0,67.0,29.0,9.0,36.0,4.0,5.0,1.31
663184429,Internal Medicine,3073,217,268701.0,99134.33,83681.87,83313.17,161,29537.0,16613.78,16274.54,16274.54,2912,8.0,11.0,10.0,10.0,9.0,34.0,13.0,24.0,23.0,57.0,64.0,15.0,21.0,32.0,2.19,2.15,1.04
281817021,Neurology,682,261,63714.0,55281.13,37599.87,36993.98,0,0.0,0.0,0.0,0.0,682,8.0,2.74,6.0,10.0,8.0,13.0,8.0,15.0,13.0,44.0,52.0,16.0,9.0,29.0,1.49,1.27,0.76
511056763,Licensed Clinical Social Worker,26,17,5700.0,3151.34,2212.51,2124.58,0,0.0,0.0,0.0,0.0,26,0.15,0.14,0.15,0.12,0.22,0.29,0.17,0.3,0.28,0.52,0.61,0.33,0.09,75.0,0.0,0.07,0.88
581406766,Nephrology,3509,741,534401.0,266033.01,217526.18,213410.23,519,77539.0,50697.12,49484.71,49484.71,2990,10.0,6.0,8.0,10.0,12.0,14.0,9.0,17.0,21.0,44.0,57.0,20.0,8.0,33.0,2.0,3.0,0.97
363583880,Anesthesiology,773,36,108495.0,66916.76,50399.43,49839.41,0,0.0,0.0,0.0,0.0,773,1.81,2.03,1.82,1.36,2.79,3.53,2.14,75.0,31.0,42.0,7.04,3.96,1.05,39.0,1.15,0.0,1.43
748091245,Nurse Practitioner,644,516,290527.99,79702.02,60612.69,60991.28,0,0.0,0.0,0.0,0.0,644,14.0,20.0,26.0,9.0,28.0,34.0,27.0,53.0,34.0,52.0,71.0,33.0,8.0,34.0,16.0,9.0,1.75
